Name;Action;Adventure;Children;Comedy;Crime;Drama;Horror;Romance;SciFi;Thriller
Death in Brunswick (1991);0;0;0;1;0;0;0;0;0;0
Kansas City (1996);0;0;0;0;1;0;0;0;0;0
Gone Fishin' (1997);0;0;0;1;0;0;0;0;0;0
Lover's Knot (1996);0;0;0;1;0;0;0;0;0;0
Aiqing wansui (1994);0;0;0;0;0;1;0;0;0;0
Shadow of Angels (Schatten der Engel) (1976);0;0;0;0;0;1;0;0;0;0
Killer: A Journal of Murder (1995);0;0;0;0;1;1;0;0;0;0
Nothing to Lose (1994);0;0;0;0;0;1;0;0;0;0
Police Story 4: Project S (Chao ji ji hua) (1993);1;0;0;0;0;0;0;0;0;0
Girls Town (1996);0;0;0;0;0;1;0;0;0;0
Bye-Bye (1995);0;0;0;0;0;1;0;0;0;0
Relic, The (1997);0;0;0;0;0;0;1;0;0;0
Island of Dr. Moreau, The (1996);0;0;0;0;0;0;0;0;1;1
First Kid (1996);0;0;1;1;0;0;0;0;0;0
Trigger Effect, The (1996);0;0;0;0;0;1;0;0;0;1
Sweet Nothing (1995);0;0;0;0;0;1;0;0;0;0
Bogus (1996);0;0;1;0;0;1;0;0;0;0
Bulletproof (1996);1;0;0;0;0;0;0;0;0;0
Talk of Angels (1998);0;0;0;0;0;1;0;0;0;0
Land Before Time III: The Time of the Great Giving (1995);0;0;1;0;0;0;0;0;0;0
1-900 (1994);0;0;0;0;0;0;0;1;0;0
Baton Rouge (1988);0;0;0;0;0;0;0;0;0;1
Halloween: The Curse of Michael Myers (1995);0;0;0;0;0;0;1;0;0;1
Twelfth Night (1996);0;0;0;1;0;1;0;1;0;0
Mother Night (1996);0;0;0;0;0;1;0;0;0;0
Liebelei (1933);0;0;0;0;0;0;0;1;0;0
Venice/Venice (1992);0;0;0;0;0;1;0;0;0;0
Wild Reeds (1994);0;0;0;0;0;1;0;0;0;0
For Whom the Bell Tolls (1943);0;1;0;0;0;0;0;0;0;0
Philadelphia Story, The (1940);0;0;0;1;0;0;0;1;0;0
Singin' in the Rain (1952);0;0;0;0;0;0;0;1;0;0
American in Paris, An (1951);0;0;0;0;0;0;0;1;0;0
Funny Face (1957);0;0;0;1;0;0;0;0;0;0
Breakfast at Tiffany's (1961);0;0;0;0;0;1;0;1;0;0
Vertigo (1958);0;0;0;0;0;0;0;0;0;1
Rear Window (1954);0;0;0;0;0;0;0;0;0;1
It Happened One Night (1934);0;0;0;1;0;0;0;0;0;0
Gaslight (1944);0;0;0;0;0;0;0;0;0;1
Gay Divorcee, The (1934);0;0;0;1;0;0;0;1;0;0
North by Northwest (1959);0;0;0;0;0;1;0;0;0;1
Apartment, The (1960);0;0;0;1;0;1;0;0;0;0
Some Like It Hot (1959);0;0;0;1;1;0;0;0;0;0
Charade (1963);0;0;0;1;0;0;0;1;0;1
Casablanca (1942);0;0;0;0;0;1;0;1;0;0
Maltese Falcon, The (1941);0;0;0;0;0;0;0;0;0;0
My Fair Lady (1964);0;0;0;0;0;0;0;1;0;0
Sabrina (1954);0;0;0;1;0;0;0;1;0;0
Roman Holiday (1953);0;0;0;1;0;0;0;1;0;0
Little Princess, The (1939);0;0;1;0;0;1;0;0;0;0
Meet Me in St. Louis (1944);0;0;0;0;0;0;0;0;0;0
Wizard of Oz, The (1939);0;1;1;0;0;1;0;0;0;0
Gone with the Wind (1939);0;0;0;0;0;1;0;1;0;0
My Favorite Year (1982);0;0;0;1;0;0;0;0;0;0
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950);0;0;0;0;0;0;0;0;0;0
Citizen Kane (1941);0;0;0;0;0;1;0;0;0;0
2001: A Space Odyssey (1968);0;0;0;0;0;1;0;0;1;1
Golden Earrings (1947);0;1;0;0;0;0;0;1;0;0
All About Eve (1950);0;0;0;0;0;1;0;0;0;0
Women, The (1939);0;0;0;1;0;0;0;0;0;0
Rebecca (1940);0;0;0;0;0;0;0;1;0;1
Foreign Correspondent (1940);0;0;0;0;0;0;0;0;0;1
Notorious (1946);0;0;0;0;0;0;0;1;0;1
Spellbound (1945);0;0;0;0;0;0;0;1;0;1
Affair to Remember, An (1957);0;0;0;0;0;0;0;1;0;0
To Catch a Thief (1955);0;0;0;1;0;0;0;1;0;1
Father of the Bride (1950);0;0;0;1;0;0;0;0;0;0
Band Wagon, The (1953);0;0;0;1;0;0;0;0;0;0
Ninotchka (1939);0;0;0;1;0;0;0;1;0;0
Love in the Afternoon (1957);0;0;0;1;0;0;0;1;0;0
Gigi (1958);0;0;0;0;0;0;0;0;0;0
Reluctant Debutante, The (1958);0;0;0;1;0;1;0;0;0;0
Adventures of Robin Hood, The (1938);1;1;0;0;0;0;0;0;0;0
Mark of Zorro, The (1940);0;1;0;0;0;0;0;0;0;0
Laura (1944);0;0;0;0;1;0;0;0;0;0
Ghost and Mrs. Muir, The (1947);0;0;0;0;0;1;0;1;0;0
Lost Horizon (1937);0;0;0;0;0;1;0;0;0;0
Top Hat (1935);0;0;0;1;0;0;0;1;0;0
To Be or Not to Be (1942);0;0;0;1;0;1;0;0;0;0
My Man Godfrey (1936);0;0;0;1;0;0;0;0;0;0
Giant (1956);0;0;0;0;0;1;0;0;0;0
East of Eden (1955);0;0;0;0;0;1;0;0;0;0
Thin Man, The (1934);0;0;0;0;0;0;0;0;0;0
His Girl Friday (1940);0;0;0;1;0;0;0;0;0;0
Around the World in 80 Days (1956);0;1;0;1;0;0;0;0;0;0
It's a Wonderful Life (1946);0;0;0;0;0;1;0;0;0;0
Mr. Smith Goes to Washington (1939);0;0;0;0;0;1;0;0;0;0
Bringing Up Baby (1938);0;0;0;1;0;0;0;0;0;0
Penny Serenade (1941);0;0;0;0;0;1;0;1;0;0
Scarlet Letter, The (1926);0;0;0;0;0;1;0;0;0;0
Lady of Burlesque (1943);0;0;0;1;0;0;0;0;0;0
Of Human Bondage (1934);0;0;0;0;0;1;0;0;0;0
Angel on My Shoulder (1946);0;0;0;0;1;1;0;0;0;0
Little Lord Fauntleroy (1936);0;0;0;0;0;1;0;0;0;0
They Made Me a Criminal (1939);0;0;0;0;1;1;0;0;0;0
Inspector General, The (1949);0;0;0;0;0;0;0;0;0;0
Angel and the Badman (1947);0;0;0;0;0;0;0;0;0;0
39 Steps, The (1935);0;0;0;0;0;0;0;0;0;1
Walk in the Sun, A (1945);0;0;0;0;0;1;0;0;0;0
Outlaw, The (1943);0;0;0;0;0;0;0;0;0;0
Night of the Living Dead (1968);0;0;0;0;0;0;1;0;1;0
African Queen, The (1951);1;1;0;0;0;0;0;1;0;0
Beat the Devil (1954);0;0;0;1;0;1;0;0;0;0
Cat on a Hot Tin Roof (1958);0;0;0;0;0;1;0;0;0;0
Last Time I Saw Paris, The (1954);0;0;0;0;0;1;0;0;0;0
Meet John Doe (1941);0;0;0;0;0;1;0;0;0;0
Algiers (1938);0;0;0;0;0;1;0;1;0;0
Something to Sing About (1937);0;0;0;1;0;0;0;0;0;0
Farewell to Arms, A (1932);0;0;0;0;0;0;0;1;0;0
Moonlight Murder (1936);0;0;0;0;0;0;0;0;0;0
Blue Angel, The (Blaue Engel, Der) (1930);0;0;0;0;0;1;0;0;0;0
Nothing Personal (1995);0;0;0;0;0;1;0;0;0;0
In the Line of Duty 2 (1987);1;0;0;0;0;0;0;0;0;0
Dangerous Ground (1997);0;0;0;0;0;1;0;0;0;0
Picnic (1955);0;0;0;0;0;1;0;0;0;0
Madagascar Skin (1995);0;0;0;0;0;0;0;1;0;0
Pompatus of Love, The (1996);0;0;0;1;0;1;0;0;0;0
Small Wonders (1996);0;0;0;0;0;0;0;0;0;0
Fly Away Home (1996);0;1;1;0;0;0;0;0;0;0
Bliss (1997);0;0;0;0;0;1;0;1;0;0
Grace of My Heart (1996);0;0;0;1;0;1;0;0;0;0
Schlafes Bruder (Brother of Sleep) (1995);0;0;0;0;0;1;0;0;0;0
Maximum Risk (1996);1;1;0;0;0;0;0;0;0;1
Michael Collins (1996);0;0;0;0;0;1;0;0;0;0
Rich Man's Wife, The (1996);0;0;0;0;0;0;0;0;0;1
Infinity (1996);0;0;0;0;0;1;0;0;0;0
Big Night (1996);0;0;0;0;0;1;0;0;0;0
Last Man Standing (1996);1;0;0;0;0;1;0;0;0;0
Caught (1996);0;0;0;0;0;1;0;0;0;1
Set It Off (1996);1;0;0;0;1;0;0;0;0;0
2 Days in the Valley (1996);0;0;0;0;1;0;0;0;0;0
Curdled (1996);0;0;0;0;1;0;0;0;0;0
Associate, The (L'Associe)(1982);0;0;0;1;0;0;0;0;0;0
Ed's Next Move (1996);0;0;0;1;0;0;0;0;0;0
Extreme Measures (1996);0;0;0;0;0;1;0;0;0;1
Glimmer Man, The (1996);1;0;0;0;0;0;0;0;0;1
D3: The Mighty Ducks (1996);0;0;1;1;0;0;0;0;0;0
Chamber, The (1996);0;0;0;0;0;1;0;0;0;0
Apple Dumpling Gang, The (1975);0;0;1;1;0;0;0;0;0;0
Davy Crockett, King of the Wild Frontier (1955);0;0;0;0;0;0;0;0;0;0
Escape to Witch Mountain (1975);0;1;1;0;0;0;0;0;0;0
Love Bug, The (1969);0;0;1;1;0;0;0;0;0;0
Herbie Rides Again (1974);0;1;1;1;0;0;0;0;0;0
Old Yeller (1957);0;0;1;0;0;1;0;0;0;0
Parent Trap, The (1961);0;0;1;0;0;1;0;0;0;0
Pollyanna (1960);0;0;1;1;0;1;0;0;0;0
Homeward Bound: The Incredible Journey (1993);0;1;1;0;0;0;0;0;0;0
Shaggy Dog, The (1959);0;0;1;1;0;0;0;0;0;0
Swiss Family Robinson (1960);0;1;1;0;0;0;0;0;0;0
That Darn Cat! (1965);0;0;1;1;0;0;0;0;0;0
20,000 Leagues Under the Sea (1954);0;1;1;0;0;0;0;0;1;0
Cool Runnings (1993);0;0;0;1;0;0;0;0;0;0
Angels in the Outfield (1994);0;0;1;1;0;0;0;0;0;0
Cinderella (1950);0;0;1;0;0;0;0;0;0;0
Winnie the Pooh and the Blustery Day (1968);0;0;1;0;0;0;0;0;0;0
Three Caballeros, The (1945);0;0;1;0;0;0;0;0;0;0
Sword in the Stone, The (1963);0;0;1;0;0;0;0;0;0;0
So Dear to My Heart (1949);0;0;1;0;0;1;0;0;0;0
Robin Hood: Prince of Thieves (1991);0;0;0;0;0;1;0;0;0;0
Mary Poppins (1964);0;0;1;1;0;0;0;0;0;0
Dumbo (1941);0;0;1;0;0;0;0;0;0;0
Pete's Dragon (1977);0;1;1;0;0;0;0;0;0;0
Bedknobs and Broomsticks (1971);0;1;1;0;0;0;0;0;0;0
Alice in Wonderland (1951);0;0;1;0;0;0;0;0;0;0
Fox and the Hound, The (1981);0;0;1;0;0;0;0;0;0;0
Freeway (1996);0;0;0;0;1;0;0;0;0;0
Sound of Music, The (1965);0;0;0;0;0;0;0;0;0;0
Die Hard (1988);1;0;0;0;0;0;0;0;0;1
Lawnmower Man, The (1992);1;0;0;0;0;0;0;0;1;1
Unhook the Stars (1996);0;0;0;0;0;1;0;0;0;0
Synthetic Pleasures (1995);0;0;0;0;0;0;0;0;0;0
Secret Agent, The (1996);0;0;0;0;0;1;0;0;0;0
Secrets & Lies (1996);0;0;0;0;0;1;0;0;0;0
That Thing You Do! (1996);0;0;0;1;0;0;0;0;0;0
To Gillian on Her 37th Birthday (1996);0;0;0;0;0;1;0;1;0;0
Surviving Picasso (1996);0;0;0;0;0;1;0;0;0;0
Love Is All There Is (1996);0;0;0;1;0;1;0;0;0;0
Beautiful Thing (1996);0;0;0;0;0;1;0;1;0;0
Long Kiss Goodnight, The (1996);1;0;0;0;0;0;0;0;0;1
Ghost and the Darkness, The (1996);1;1;0;0;0;0;0;0;0;0
Looking for Richard (1996);0;0;0;0;0;1;0;0;0;0
Trees Lounge (1996);0;0;0;0;0;1;0;0;0;0
Proprietor, The (1996);0;0;0;0;0;1;0;0;0;0
Normal Life (1996);0;0;0;0;1;1;0;0;0;0
Get on the Bus (1996);0;0;0;0;0;1;0;0;0;0
Shadow Conspiracy (1997);0;0;0;0;0;0;0;0;0;1
Jude (1996);0;0;0;0;0;1;0;0;0;0
Everyone Says I Love You (1996);0;0;0;1;0;0;0;1;0;0
Bitter Sugar (Azucar Amargo) (1996);0;0;0;0;0;1;0;0;0;0
William Shakespeare's Romeo and Juliet (1996);0;0;0;0;0;1;0;1;0;0
Swingers (1996);0;0;0;1;0;1;0;0;0;0
Sleepers (1996);0;0;0;0;1;1;0;0;0;0
Sunchaser, The (1996);0;0;0;0;0;1;0;0;0;0
Johns (1996);0;0;0;0;0;1;0;0;0;0
Aladdin and the King of Thieves (1996);0;0;1;1;0;0;0;0;0;0
Woman in Question, The (1950);0;0;0;0;0;0;0;0;0;0
Shall We Dance? (1937);0;0;0;1;0;0;0;1;0;0
Damsel in Distress, A (1937);0;0;0;1;0;0;0;1;0;0
Crossfire (1947);0;0;0;0;1;0;0;0;0;0
Murder, My Sweet (1944);0;0;0;0;0;0;0;0;0;1
Macao (1952);0;1;0;0;0;0;0;0;0;0
For the Moment (1994);0;0;0;0;0;0;0;1;0;0
Willy Wonka and the Chocolate Factory (1971);0;1;1;1;0;0;0;0;0;0
Sexual Life of the Belgians, The (1994);0;0;0;1;0;0;0;0;0;0
Innocents, The (1961);0;0;0;0;0;0;0;0;0;1
Sleeper (1973);0;0;0;1;0;0;0;0;1;0
Bananas (1971);0;0;0;1;0;0;0;0;0;0
Fish Called Wanda, A (1988);0;0;0;1;0;0;0;0;0;0
Monty Python's Life of Brian (1979);0;0;0;1;0;0;0;0;0;0
Victor/Victoria (1982);0;0;0;1;0;0;0;0;0;0
Candidate, The (1972);0;0;0;0;0;1;0;0;0;0
Great Race, The (1965);0;0;0;1;0;0;0;0;0;0
Bonnie and Clyde (1967);0;0;0;0;1;1;0;0;0;0
Old Man and the Sea, The (1958);0;1;0;0;0;1;0;0;0;0
Dial M for Murder (1954);0;0;0;0;0;0;0;0;0;1
Madame Butterfly (1995);0;0;0;0;0;0;0;0;0;0
Dirty Dancing (1987);0;0;0;0;0;0;0;1;0;0
Reservoir Dogs (1992);0;0;0;0;1;0;0;0;0;1
Platoon (1986);0;0;0;0;0;1;0;0;0;0
Weekend at Bernie's (1989);0;0;0;1;0;0;0;0;0;0
Basic Instinct (1992);0;0;0;0;0;0;0;0;0;1
Doors, The (1991);0;0;0;0;0;1;0;0;0;0
Crying Game, The (1992);0;0;0;0;0;1;0;1;0;0
Glengarry Glen Ross (1992);0;0;0;0;0;1;0;0;0;0
Sophie's Choice (1982);0;0;0;0;0;1;0;0;0;0
E.T. the Extra-Terrestrial (1982);0;0;1;0;0;1;0;0;1;0
Search for One-eye Jimmy, The (1996);0;0;0;1;0;0;0;0;0;0
Christmas Carol, A (1938);0;0;0;0;0;1;0;0;0;0
Days of Thunder (1990);1;0;0;0;0;0;0;1;0;0
Top Gun (1986);1;0;0;0;0;0;0;1;0;0
American Strays (1996);1;0;0;0;0;0;0;0;0;0
Rebel Without a Cause (1955);0;0;0;0;0;1;0;0;0;0
Streetcar Named Desire, A (1951);0;0;0;0;0;1;0;0;0;0
Children of the Corn IV: The Gathering (1996);0;0;0;0;0;0;1;0;0;0
Leopard Son, The (1996);0;0;0;0;0;0;0;0;0;0
Loser (1991);0;0;0;1;0;0;0;0;0;0
Prerokbe Ognja (1995);0;0;0;0;0;0;0;0;0;0
Charm's Incidents (1996);0;0;0;0;0;1;0;0;0;0
Bird of Prey (1996);1;0;0;0;0;0;0;0;0;0
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996);0;0;0;0;0;0;0;0;0;0
Palookaville (1996);1;0;0;0;0;1;0;0;0;0
Associate, The (1996);0;0;0;1;0;0;0;0;0;0
Funeral, The (1996);0;0;0;0;0;1;0;0;0;0
Sleepover (1995);0;0;0;1;0;1;0;0;0;0
Single Girl, A (La Fille Seule) (1995);0;0;0;0;0;1;0;0;0;0
Eighth Day, The (Le Huiti?e jour ) (1996);0;0;0;0;0;1;0;0;0;0
Tashunga (1995);0;1;0;0;0;0;0;0;0;0
Drunks (1997);0;0;0;0;0;1;0;0;0;0
People vs. Larry Flynt, The (1996);0;0;0;0;0;1;0;0;0;0
Glory Daze (1996);0;0;0;0;0;1;0;0;0;0
Plutonium Circus (1995);0;0;0;0;0;0;0;0;0;0
Perfect Candidate, A (1996);0;0;0;0;0;0;0;0;0;0
On Golden Pond (1981);0;0;0;0;0;1;0;0;0;0
Return of the Pink Panther, The (1974);0;0;0;1;0;0;0;0;0;0
Drop Dead Fred (1991);0;0;0;1;0;0;0;0;0;0
Abyss, The (1989);1;1;0;0;0;0;0;0;1;1
Fog, The (1980);0;0;0;0;0;0;1;0;0;0
Escape from New York (1981);1;1;0;0;0;0;0;0;1;1
Howling, The (1980);0;0;0;0;0;0;1;0;0;0
Jean de Florette (1986);0;0;0;0;0;1;0;0;0;0
Manon of the Spring (Manon des sources) (1986);0;0;0;0;0;1;0;0;0;0
Talking About Sex (1994);0;0;0;1;0;1;0;0;0;0
Johnny 100 Pesos (1993);1;0;0;0;0;1;0;0;0;0
Private Benjamin (1980);0;0;0;1;0;0;0;0;0;0
Monty Python and the Holy Grail (1974);0;0;0;1;0;0;0;0;0;0
Hustler White (1996);0;0;0;0;0;0;0;1;0;0
Dadetown (1995);0;0;0;0;0;0;0;0;0;0
Everything Relative (1996);0;0;0;0;0;1;0;0;0;0
Entertaining Angels: The Dorothy Day Story (1996);0;0;0;0;0;1;0;0;0;0
Hoogste tijd (1995);0;0;0;0;0;1;0;0;0;0
Get Over It (1996);0;0;0;0;0;1;0;0;0;0
Three Lives and Only One Death (1996);0;0;0;1;0;0;0;0;0;0
Line King: Al Hirschfeld, The (1996);0;0;0;0;0;0;0;0;0;0
Snowriders (1996);0;0;0;0;0;0;0;0;0;0
Curtis's Charm (1995);0;0;0;1;0;1;0;0;0;0
When We Were Kings (1996);0;0;0;0;0;0;0;0;0;0
Wrong Trousers, The (1993);0;0;0;1;0;0;0;0;0;0
JLG/JLG - autoportrait de d?embre (1994);0;0;0;0;0;1;0;0;0;0
Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982);0;0;0;0;0;1;0;0;0;0
Faust (1994);0;0;0;1;0;0;0;0;0;1
He Walked by Night (1948);0;0;0;0;1;0;0;0;0;1
Raw Deal (1948);0;0;0;0;0;0;0;0;0;0
T-Men (1947);0;0;0;0;0;0;0;0;0;0
Invitation, The (Zaproszenie) (1986);0;0;0;0;0;1;0;0;0;0
Children Are Watching us, The (Bambini ci guardano, I) (1942);0;0;0;0;0;1;0;0;0;0
Symphonie pastorale, La (1946);0;0;0;0;0;1;0;0;0;0
Here Comes Cookie (1935);0;0;0;1;0;0;0;0;0;0
Love in Bloom (1935);0;0;0;0;0;0;0;1;0;0
Six of a Kind (1934);0;0;0;1;0;0;0;0;0;0
Tin Drum, The (Blechtrommel, Die) (1979);0;0;0;0;0;1;0;0;0;0
Ruling Class, The (1972);0;0;0;1;0;0;0;0;0;0
Mina Tannenbaum (1994);0;0;0;0;0;1;0;0;0;0
Two or Three Things I Know About Her (1966);0;0;0;0;0;1;0;0;0;0
Bloody Child, The (1996);0;0;0;0;0;1;0;0;0;1
Farmer & Chase (1995);0;0;0;1;0;0;0;0;0;0
Dear God (1996);0;0;0;1;0;0;0;0;0;0
Bad Moon (1996);0;0;0;0;0;0;1;0;0;0
American Dream (1990);0;0;0;0;0;0;0;0;0;0
Best of the Best 3: No Turning Back (1995);1;0;0;0;0;0;0;0;0;0
Bob Roberts (1992);0;0;0;1;0;0;0;0;0;0
Cinema Paradiso (1988);0;0;0;1;0;1;0;1;0;0
Cook the Thief His Wife & Her Lover, The (1989);0;0;0;0;0;1;0;0;0;0
Grosse Fatigue (1994);0;0;0;1;0;0;0;0;0;0
Delicatessen (1991);0;0;0;1;0;0;0;0;1;0
Double Life of Veronique, The (La Double Vie de V?onique) (1991);0;0;0;0;0;1;0;0;0;0
Enchanted April (1991);0;0;0;0;0;1;0;0;0;0
Paths of Glory (1957);0;0;0;0;0;1;0;0;0;0
Grifters, The (1990);0;0;0;0;1;1;0;0;0;0
Hear My Song (1991);0;0;0;1;0;0;0;0;0;0
Shooter, The (1995);1;0;0;0;0;0;0;0;0;0
English Patient, The (1996);0;0;0;0;0;1;0;1;0;0
Mediterraneo (1991);0;0;0;1;0;0;0;0;0;0
My Left Foot (1989);0;0;0;0;0;1;0;0;0;0
Sex, Lies, and Videotape (1989);0;0;0;0;0;1;0;0;0;0
Passion Fish (1992);0;0;0;0;0;1;0;0;0;0
Strictly Ballroom (1992);0;0;0;1;0;0;0;1;0;0
Thin Blue Line, The (1988);0;0;0;0;0;0;0;0;0;0
Tie Me Up! Tie Me Down! (1990);0;0;0;0;0;1;0;0;0;0
Madonna: Truth or Dare (1991);0;0;0;0;0;0;0;0;0;0
Paris Is Burning (1990);0;0;0;0;0;0;0;0;0;0
One Flew Over the Cuckoo's Nest (1975);0;0;0;0;0;1;0;0;0;0
Up in Smoke (1978);0;0;0;1;0;0;0;0;0;0
Star Wars: Episode V - The Empire Strikes Back (1980);1;1;0;0;0;1;0;0;1;0
Princess Bride, The (1987);1;1;0;1;0;0;0;1;0;0
Raiders of the Lost Ark (1981);1;1;0;0;0;0;0;0;0;0
Brazil (1985);0;0;0;0;0;0;0;0;1;0
Aliens (1986);1;0;0;0;0;0;0;0;1;1
Good, The Bad and The Ugly, The (1966);1;0;0;0;0;0;0;0;0;0
Withnail and I (1987);0;0;0;1;0;0;0;0;0;0
12 Angry Men (1957);0;0;0;0;0;1;0;0;0;0
Lawrence of Arabia (1962);0;1;0;0;0;0;0;0;0;0
Transformers: The Movie, The (1986);1;0;1;0;0;0;0;0;1;1
Clockwork Orange, A (1971);0;0;0;0;0;0;0;0;1;0
To Kill a Mockingbird (1962);0;0;0;0;0;1;0;0;0;0
Apocalypse Now (1979);0;0;0;0;0;1;0;0;0;0
Once Upon a Time in the West (1969);0;0;0;0;0;0;0;0;0;0
Star Wars: Episode VI - Return of the Jedi (1983);1;1;0;0;0;0;0;1;1;0
Wings of Desire (Der Himmel ?er Berlin) (1987);0;0;0;1;0;1;0;1;0;0
Third Man, The (1949);0;0;0;0;0;0;0;0;0;1
GoodFellas (1990);0;0;0;0;1;1;0;0;0;0
Alien (1979);1;0;0;0;0;0;1;0;1;1
Army of Darkness (1993);1;1;0;1;0;0;1;0;1;0
Big Blue, The (Le Grand Bleu) (1988);0;1;0;0;0;0;0;1;0;0
Ran (1985);0;0;0;0;0;1;0;0;0;0
Killer, The (Die xue shuang xiong) (1989);1;0;0;0;0;0;0;0;0;1
Psycho (1960);0;0;0;0;0;0;1;0;0;1
Blues Brothers, The (1980);1;0;0;1;0;0;0;0;0;0
Godfather: Part II, The (1974);1;0;0;0;1;1;0;0;0;0
Full Metal Jacket (1987);1;0;0;0;0;1;0;0;0;0
Grand Day Out, A (1992);0;0;0;1;0;0;0;0;0;0
Henry V (1989);0;0;0;0;0;1;0;0;0;0
Amadeus (1984);0;0;0;0;0;1;0;0;0;0
Quiet Man, The (1952);0;0;0;1;0;0;0;1;0;0
Once Upon a Time in America (1984);0;0;0;0;1;1;0;0;0;1
Raging Bull (1980);0;0;0;0;0;1;0;0;0;0
Annie Hall (1977);0;0;0;1;0;0;0;1;0;0
Right Stuff, The (1983);0;0;0;0;0;1;0;0;0;0
Stalker (1979);0;0;0;0;0;0;0;0;1;0
Boat, The (Das Boot) (1981);1;0;0;0;0;1;0;0;0;0
Sting, The (1973);0;0;0;1;1;0;0;0;0;0
Harold and Maude (1971);0;0;0;1;0;0;0;0;0;0
Trust (1990);0;0;0;1;0;1;0;0;0;0
Seventh Seal, The (Sjunde inseglet, Det) (1957);0;0;0;0;0;1;0;0;0;0
Local Hero (1983);0;0;0;1;0;0;0;0;0;0
Terminator, The (1984);1;0;0;0;0;0;0;0;1;1
Braindead (1992);0;0;0;1;0;0;1;0;0;0
Glory (1989);1;0;0;0;0;1;0;0;0;0
Rosencrantz and Guildenstern Are Dead (1990);0;0;0;1;0;1;0;0;0;0
Manhattan (1979);0;0;0;1;0;1;0;1;0;0
Miller's Crossing (1990);0;0;0;0;0;1;0;0;0;0
Dead Poets Society (1989);0;0;0;0;0;1;0;0;0;0
Graduate, The (1967);0;0;0;0;0;1;0;1;0;0
Touch of Evil (1958);0;0;0;0;1;0;0;0;0;1
Nikita (La Femme Nikita) (1990);0;0;0;0;0;0;0;0;0;1
Bridge on the River Kwai, The (1957);0;0;0;0;0;1;0;0;0;0
8 1/2 (1963);0;0;0;0;0;1;0;0;0;0
Chinatown (1974);0;0;0;0;0;0;0;0;0;1
Day the Earth Stood Still, The (1951);0;0;0;0;0;1;0;0;1;0
Treasure of the Sierra Madre, The (1948);0;1;0;0;0;0;0;0;0;0
Bad Taste (1987);0;0;0;1;0;0;1;0;0;0
Duck Soup (1933);0;0;0;1;0;0;0;0;0;0
Better Off Dead... (1985);0;0;0;1;0;0;0;0;0;0
Shining, The (1980);0;0;0;0;0;0;1;0;0;0
Stand by Me (1986);0;1;0;1;0;1;0;0;0;0
M (1931);0;0;0;0;1;0;0;0;0;1
Evil Dead II (Dead By Dawn) (1987);1;1;0;1;0;0;1;0;0;0
Great Escape, The (1963);0;1;0;0;0;0;0;0;0;0
Deer Hunter, The (1978);0;0;0;0;0;1;0;0;0;0
Diva (1981);1;0;0;0;0;1;0;1;0;1
Groundhog Day (1993);0;0;0;1;0;0;0;1;0;0
Unforgiven (1992);0;0;0;0;0;0;0;0;0;0
Manchurian Candidate, The (1962);0;0;0;0;0;0;0;0;0;1
Pump Up the Volume (1990);0;0;0;0;0;1;0;0;0;0
Arsenic and Old Lace (1944);0;0;0;1;0;0;0;0;0;1
Back to the Future (1985);0;0;0;1;0;0;0;0;1;0
Fried Green Tomatoes (1991);0;0;0;0;0;1;0;0;0;0
Patton (1970);0;0;0;0;0;1;0;0;0;0
Down by Law (1986);0;0;0;1;0;1;0;0;0;0
Akira (1988);0;1;0;0;0;0;0;0;1;1
Highlander (1986);1;1;0;0;0;0;0;0;0;0
Cool Hand Luke (1967);0;0;0;1;0;1;0;0;0;0
Cyrano de Bergerac (1990);1;0;0;0;0;1;0;1;0;0
Young Frankenstein (1974);0;0;0;1;0;0;1;0;0;0
Night on Earth (1991);0;0;0;1;0;1;0;0;0;0
Raise the Red Lantern (1991);0;0;0;0;0;1;0;0;0;0
Great Dictator, The (1940);0;0;0;1;0;0;0;0;0;0
Fantasia (1940);0;0;1;0;0;0;0;0;0;0
High Noon (1952);0;0;0;0;0;0;0;0;0;0
Big Sleep, The (1946);0;0;0;0;0;0;0;0;0;0
Heathers (1989);0;0;0;1;0;0;0;0;0;0
Somewhere in Time (1980);0;0;0;0;0;1;0;1;0;0
Ben-Hur (1959);1;1;0;0;0;1;0;0;0;0
This Is Spinal Tap (1984);0;0;0;1;0;1;0;0;0;0
Koyaanisqatsi (1983);0;0;0;0;0;0;0;0;0;0
Some Kind of Wonderful (1987);0;0;0;0;0;1;0;1;0;0
Indiana Jones and the Last Crusade (1989);1;1;0;0;0;0;0;0;0;0
Being There (1979);0;0;0;1;0;0;0;0;0;0
Gandhi (1982);0;0;0;0;0;1;0;0;0;0
M*A*S*H (1970);0;0;0;1;0;0;0;0;0;0
Unbearable Lightness of Being, The (1988);0;0;0;0;0;1;0;0;0;0
Room with a View, A (1986);0;0;0;0;0;1;0;1;0;0
Real Genius (1985);0;0;0;1;0;0;0;0;0;0
Pink Floyd - The Wall (1982);0;0;0;0;0;1;0;0;0;0
Killing Fields, The (1984);0;0;0;0;0;1;0;0;0;0
My Life as a Dog (Mitt liv som hund) (1985);0;0;0;0;0;1;0;0;0;0
Forbidden Planet (1956);0;0;0;0;0;0;0;0;1;0
Field of Dreams (1989);0;0;0;0;0;1;0;0;0;0
